//Data Set,Label,Longitude,Latitude,Level,Country,Province,City,District,Township,Neighborhood,Confirmed,Suspected,Healed,Dead,Increased Confirmed,Increased Suspected,Increased Healed,Increased Dead,Comments,Time
"New Coronavirus Pneumonia","",120.755486,30.746129,"City","China","Zhejiang Province","嘉兴","","","",42,0,6,0,2,0,1,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",121.550357,29.874556,"City","China","Zhejiang Province","宁波","","","",153,0,24,0,2,0,6,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",120.15507,30.274084,"City","China","Zhejiang Province","杭州","","","",159,0,51,0,2,0,4,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",120.699366,27.994267,"City","China","Zhejiang Province","温州","","","",481,0,107,0,7,0,8,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",120.086823,30.894348,"City","China","Zhejiang Province","湖州","","","",10,0,4,0,0,0,1,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",120.580232,30.029752,"City","China","Zhejiang Province","绍兴","","","",41,0,13,0,0,0,1,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",122.207215,29.985295,"City","China","Zhejiang Province","舟山","","","",10,0,5,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",118.859457,28.970079,"City","China","Zhejiang Province","衢州","","","",21,0,5,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",119.647444,29.079059,"City","China","Zhejiang Province","金华","","","",54,0,19,0,1,0,3,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia",,104.2,35.86,"Country","China",,,,,,59882,0,5913,1366,15200,0,1163,252,,"2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",25.75,61.92,"Country","Finland","","","","","",1,0,1,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",2.21,46.23,"Country","France","","","","","",11,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",10.45,51.17,"Country","Germany","","","","","",14,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",78.96,20.59,"Country","India","","","","","",3,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",12.57,41.87,"Country","Italy","","","","","",3,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",138.25,36.2,"Country","Japan","","","","","",162,0,1,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",105.46,12.0,"Country","Kampuchea","","","","","",1,0,1,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",127.98,37.66,"Country","Korea","","","","","",28,0,3,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",101.98,4.21,"Country","Malaysia","","","","","",18,0,3,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",84.12,28.39,"Country","Nepal","","","","","",1,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",121.77,12.88,"Country","Philippines","","","","","",3,0,0,1,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",105.32,61.52,"Country","Russia","","","","","",2,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",103.82,1.35,"Country","Singapore","","","","","",45,0,7,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",-3.75,40.46,"Country","Spain","","","","","",2,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",80.77,7.87,"Country","Sri Lanka","","","","","",1,0,1,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",18.64,60.13,"Country","Sweden","","","","","",1,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",100.99,15.87,"Country","Thailand","","","","","",32,0,10,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",53.85,23.42,"Country","United Arab Emirates","","","","","",8,0,1,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",-3.44,55.38,"Country","United Kingdom","","","","","",8,0,0,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",-95.71,37.09,"Country","United States","","","","","",13,0,3,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",108.28,14.06,"Country","Vietnam","","","","","",15,0,6,0,0,0,0,0,"","2020-02-12 13:00:00"
"New Coronavirus Pneumonia",,149.828481,23.206391,"Global",,,,,,,60278,0,5954,1367,15200,0,1163,252,,"2020-02-12 13:00:00"
"New Coronavirus Pneumonia","",133.78,-25.27,"Country","Australia","","","","","",15,0,3,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",4.47,50.5,"Country","Belgium","","","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",-51.93,-14.24,"Country","Brazil","","","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",-106.35,56.13,"Country","Canada","","","","","",7,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.284922,31.861184,"Province","China","Anhui Province","","","","",889,0,108,4,29,0,20,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",115.778676,33.844582,"City","China","Anhui Province","亳州","","","",92,0,7,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.521854,31.733699,"City","China","Anhui Province","六安","","","",59,0,3,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.227239,31.820586,"City","China","Anhui Province","合肥","","","",150,0,22,1,3,0,7,1,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.063754,30.543494,"City","China","Anhui Province","安庆","","","",80,0,15,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.758816,30.940718,"City","China","Anhui Province","宣城","","","",6,0,4,0,0,0,2,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.964356,33.646373,"City","China","Anhui Province","宿州","","","",33,0,4,0,2,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.491568,30.6648,"City","China","Anhui Province","池州","","","",15,0,3,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.798265,33.955844,"City","China","Anhui Province","淮北","","","",24,0,5,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.999932,32.625478,"City","China","Anhui Province","淮南","","","",23,0,6,0,0,0,2,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.317106,32.301556,"City","China","Anhui Province","滁州","","","",12,0,4,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.432941,31.352859,"City","China","Anhui Province","芜湖","","","",31,0,4,0,1,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.389719,32.916287,"City","China","Anhui Province","蚌埠","","","",134,0,2,3,8,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.812079,30.945429,"City","China","Anhui Province","铜陵","","","",27,0,7,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",115.814204,32.890124,"City","China","Anhui Province","阜阳","","","",132,0,17,0,7,0,4,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.506759,31.670452,"City","China","Anhui Province","马鞍山","","","",32,0,4,0,1,0,2,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.337481,29.714655,"City","China","Anhui Province","黄山","","","",9,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.407526,39.90403,"Province","China","Beijing","","","","",352,0,56,3,10,0,8,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.416357,39.928353,"City","China","Beijing","东城","","","",9,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.287149,39.858427,"City","China","Beijing","丰台","","","",30,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.341014,39.784747,"City","China","Beijing","大兴","","","",36,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.843177,40.376834,"City","China","Beijing","密云","","","",6,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",115.974848,40.456951,"City","China","Beijing","延庆","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.642349,40.315704,"City","China","Beijing","怀柔","","","",7,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.143267,39.749144,"City","China","Beijing","房山","","","",14,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.231204,40.22066,"City","China","Beijing","昌平","","","",19,0,0,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.601144,39.948574,"City","China","Beijing","朝阳","","","",56,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.329519,39.972134,"City","China","Beijing","海淀","","","",57,0,0,0,3,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.222982,39.906611,"City","China","Beijing","石景山","","","",13,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.365868,39.912289,"City","China","Beijing","西城","","","",39,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.656435,39.909946,"City","China","Beijing","通州","","","",17,0,0,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.102009,39.940646,"City","China","Beijing","门头沟","","","",3,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.654561,40.130347,"City","China","Beijing","顺义","","","",10,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.551556,29.563009,"Province","China","Chongqing","","","","",505,0,79,3,32,0,19,1,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.408661,30.807667,"City","China","Chongqing","万州区","","","",100,0,14,1,2,0,3,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.92865,28.964494,"City","China","Chongqing","万盛经开区","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.730895,29.8635,"City","China","Chongqing","丰都县","","","",10,0,1,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.53192,29.51419,"City","China","Chongqing","九龙坡区","","","",20,0,1,1,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.697324,30.930613,"City","China","Chongqing","云阳县","","","",21,0,10,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.644428,29.500297,"City","China","Chongqing","南岸区","","","",9,0,0,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.27613,29.972084,"City","China","Chongqing","合川区","","","",18,0,3,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.33339,30.327717,"City","China","Chongqing","垫江县","","","",20,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.664214,31.947633,"City","China","Chongqing","城口县","","","",2,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.482347,29.484527,"City","China","Chongqing","大渡口区","","","",7,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.721733,29.707032,"City","China","Chongqing","大足区","","","",14,0,1,0,3,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.463987,31.018498,"City","China","Chongqing","奉节县","","","",15,0,2,0,1,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.879153,31.074834,"City","China","Chongqing","巫山县","","","",10,0,4,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.570062,31.398604,"City","China","Chongqing","巫溪县","","","",12,0,4,0,0,0,2,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.53384,29.375528,"City","China","Chongqing","巴南区","","","",5,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.393135,31.160711,"City","China","Chongqing","开州区","","","",18,0,10,0,0,0,4,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.165538,29.293902,"City","China","Chongqing","彭水县","","","",2,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.039002,30.29956,"City","China","Chongqing","忠县","","","",19,0,6,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.798158,30.672071,"City","China","Chongqing","梁平区","","","",4,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.7508,29.320892,"City","China","Chongqing","武隆区","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.927376,29.356117,"City","China","Chongqing","永川区","","","",5,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.574271,29.606703,"City","China","Chongqing","江北区","","","",25,0,2,0,1,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.259281,29.290069,"City","China","Chongqing","江津区","","","",4,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.456878,29.541145,"City","China","Chongqing","沙坪坝区","","","",2,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.389298,29.703113,"City","China","Chongqing","涪陵区","","","",3,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.568892,29.55275,"City","China","Chongqing","渝中区","","","",20,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.631187,29.718143,"City","China","Chongqing","渝北区","","","",15,0,2,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.840556,30.191013,"City","China","Chongqing","潼南区","","","",14,0,0,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.227305,29.592024,"City","China","Chongqing","璧山区","","","",8,0,1,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.112941,29.9964,"City","China","Chongqing","石柱县","","","",14,0,3,0,2,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.009994,28.409341,"City","China","Chongqing","秀山县","","","",1,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.651362,29.028067,"City","China","Chongqing","綦江区","","","",15,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.594623,29.405002,"City","China","Chongqing","荣昌区","","","",8,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.767747,28.841244,"City","China","Chongqing","酉阳县","","","",1,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.056404,29.844811,"City","China","Chongqing","铜梁区","","","",8,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.081283,29.857996,"City","China","Chongqing","长寿区","","","",16,0,3,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.53192,29.51419,"City","China","Chongqing","高新区","","","",4,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.770678,29.53361,"City","China","Chongqing","黔江区","","","",2,0,2,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",119.295144,26.100779,"Province","China","Fujian Province","","","","",272,0,46,0,5,0,7,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.638678,26.263406,"City","China","Fujian Province","三明","","","",13,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.177708,26.641768,"City","China","Fujian Province","南平","","","",19,0,2,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.089425,24.479833,"City","China","Fujian Province","厦门","","","",31,0,3,0,3,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",119.547932,26.665617,"City","China","Fujian Province","宁德","","","",24,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",118.675675,24.874132,"City","China","Fujian Province","泉州","","","",43,0,11,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.647481,24.512948,"City","China","Fujian Province","漳州","","","",17,0,3,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",119.296494,26.074507,"City","China","Fujian Province","福州","","","",63,0,12,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",119.007777,25.454084,"City","China","Fujian Province","莆田","","","",51,0,2,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",117.017536,25.075123,"City","China","Fujian Province","龙岩","","","",6,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",103.826308,36.059421,"Province","China","Gansu Province","","","","",86,0,24,2,0,0,3,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",103.210538,35.601182,"City","China","Gansu Province","临夏","","","",3,0,2,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",103.834303,36.061089,"City","China","Gansu Province","兰州","","","",35,0,14,2,0,0,4,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.724947,34.580863,"City","China","Gansu Province","天水","","","",12,0,2,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",104.626282,35.580662,"City","China","Gansu Province","定西","","","",8,0,2,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.66524,35.543051,"City","China","Gansu Province","平凉","","","",8,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.643631,35.709077,"City","China","Gansu Province","庆阳","","","",3,0,1,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",100.449818,38.925875,"City","China","Gansu Province","张掖","","","",2,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",102.911027,34.983385,"City","China","Gansu Province","甘南州","","","",6,0,1,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",104.138559,36.544756,"City","China","Gansu Province","白银","","","",4,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",102.188043,38.520089,"City","China","Gansu Province","金昌","","","",1,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",104.921841,33.400684,"City","China","Gansu Province","陇南","","","",4,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.26653,23.132191,"Province","China","Guangdong Province","","","","",1219,0,241,1,42,0,60,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.751765,23.020536,"City","China","Guangdong Province","东莞","","","",62,0,3,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.392782,22.517645,"City","China","Guangdong Province","中山","","","",58,0,16,0,2,0,2,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.121416,23.021548,"City","China","Guangdong Province","佛山","","","",70,0,4,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.264434,23.129162,"City","China","Guangdong Province","广州","","","",317,0,49,0,3,0,6,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",114.416196,23.111847,"City","China","Guangdong Province","惠州","","","",53,0,4,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.372831,23.549993,"City","China","Guangdong Province","揭阳","","","",8,0,1,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.122238,24.288615,"City","China","Guangdong Province","梅州","","","",13,0,4,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.681972,23.354091,"City","China","Guangdong Province","汕头","","","",25,0,6,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",115.375278,22.786211,"City","China","Guangdong Province","汕尾","","","",5,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.081901,22.578738,"City","China","Guangdong Province","江门","","","",20,0,2,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",114.700447,23.743538,"City","China","Guangdong Province","河源","","","",3,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",114.057868,22.543099,"City","China","Guangdong Province","深圳","","","",375,0,56,0,6,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.056031,23.681763,"City","China","Guangdong Province","清远","","","",10,0,5,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.359377,21.270707,"City","China","Guangdong Province","湛江","","","",21,0,7,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",116.622603,23.65695,"City","China","Guangdong Province","潮州","","","",5,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.576726,22.270715,"City","China","Guangdong Province","珠海","","","",86,0,4,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",112.465091,23.047191,"City","China","Guangdong Province","肇庆","","","",15,0,4,1,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.925456,21.662999,"City","China","Guangdong Province","茂名","","","",11,0,1,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",111.982232,21.857958,"City","China","Guangdong Province","阳江","","","",13,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",113.597522,24.810403,"City","China","Guangdong Province","韶关","","","",7,0,3,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.327546,22.815478,"Province","China","Guangxi Province","","","","",222,0,31,1,7,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.119927,21.481254,"City","China","Guangxi Province","北海","","","",36,0,3,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.366543,22.817002,"City","China","Guangxi Province","南宁","","","",41,0,2,0,4,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.221465,23.750306,"City","China","Guangxi Province","来宾","","","",11,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.415953,24.325502,"City","China","Guangxi Province","柳州","","","",22,0,3,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.290194,25.273566,"City","China","Guangxi Province","桂林","","","",30,0,5,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",111.279115,23.476962,"City","China","Guangxi Province","梧州","","","",5,0,3,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.085261,24.692931,"City","China","Guangxi Province","河池","","","",21,0,0,1,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.164756,22.636379,"City","China","Guangxi Province","玉林","","","",9,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.618201,23.902333,"City","China","Guangxi Province","百色","","","",3,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.598926,23.11153,"City","China","Guangxi Province","贵港","","","",8,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",111.566694,24.403582,"City","China","Guangxi Province","贺州","","","",4,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.654146,21.979933,"City","China","Guangxi Province","钦州","","","",8,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.353846,21.68686,"City","China","Guangxi Province","防城港","","","",17,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.70741,26.598194,"Province","China","Guizhou Province","","","","",131,0,17,1,13,0,7,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",104.830359,26.592666,"City","China","Guizhou Province","六盘水","","","",10,0,1,1,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.947593,26.253072,"City","China","Guizhou Province","安顺","","","",4,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",105.285011,27.301693,"City","China","Guizhou Province","毕节","","","",21,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.630153,26.647661,"City","China","Guizhou Province","贵阳","","","",29,0,2,0,2,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",106.927389,27.725654,"City","China","Guizhou Province","遵义","","","",24,0,1,0,5,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.191551,27.718346,"City","China","Guizhou Province","铜仁","","","",9,0,5,0,1,0,3,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.982859,26.583442,"City","China","Guizhou Province","黔东南州","","","",10,0,0,0,2,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",107.522097,26.254092,"City","China","Guizhou Province","黔南州","","","",16,0,3,0,8,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",104.906396,25.087825,"City","China","Guizhou Province","黔西南州","","","",4,0,1,0,0,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.349228,20.017377,"Province","China","Hainan Province","","","","",151,0,20,3,9,0,1,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",110.391073,18.795143,"City","China","Hainan Province","万宁","","","",13,0,0,0,1,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.511909,18.252847,"City","China","Hainan Province","三亚","","","",46,0,11,1,3,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",108.651815,19.095351,"City","China","Hainan Province","东方","","","",3,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.690508,19.912026,"City","China","Hainan Province","临高县","","","",6,0,1,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.173055,18.75026,"City","China","Hainan Province","乐东","","","",2,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
"New Coronavirus Pneumonia","",109.702392,18.638189,"City","China","Hainan Province","保亭","","","",3,0,0,0,0,0,0,0,"","2020-02-11 13:00:00"
